Uhrzeit;Name;Sensor;Wert;Einheit
2023/11/27T11:31:58-599;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,6;
2023/11/27T11:31:58-899;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:31:59-199;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:31:59-499;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:31:59-800;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,3;
2023/11/27T11:32:00-101;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,3;
2023/11/27T11:32:00-401;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,3;
2023/11/27T11:32:00-701;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;48,2;
2023/11/27T11:32:01-001;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;48,2;
2023/11/27T11:32:01-302;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;48,2;
2023/11/27T11:32:01-602;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;48,2;
2023/11/27T11:32:01-902;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:32:02-203;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:32:02-503;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:32:02-804;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,3;
2023/11/27T11:32:03-104;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,3;
2023/11/27T11:32:03-404;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,3;
2023/11/27T11:32:03-705;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,8;
2023/11/27T11:32:04-005;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,8;
2023/11/27T11:32:04-306;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,8;
2023/11/27T11:31:46-270;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,8;W
2023/11/27T11:31:46-570;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,8;W
2023/11/27T11:31:46-870;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,9;W
2023/11/27T11:31:47-170;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,9;W
2023/11/27T11:31:47-470;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,9;W
2023/11/27T11:31:47-771;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:31:48-072;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:31:48-373;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:31:48-674;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:31:48-975;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,1;W
2023/11/27T11:31:49-276;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,1;W
2023/11/27T11:31:49-577;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,1;W
2023/11/27T11:31:49-878;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,7;W
2023/11/27T11:31:50-179;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,7;W
2023/11/27T11:31:50-479;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,7;W
2023/11/27T11:31:50-779;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:31:51-080;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:31:51-380;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:31:51-681;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:31:51-981;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:31:52-282;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:52-589;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:52-889;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:31:53-190;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:31:53-490;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:31:53-790;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,2;W
2023/11/27T11:31:54-091;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,2;W
2023/11/27T11:31:54-392;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,2;W
2023/11/27T11:31:54-693;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,2;W
2023/11/27T11:31:54-995;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:55-296;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:55-595;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:55-896;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:56-196;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:56-496;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:56-796;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:31:57-097;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:31:57-398;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:31:57-698;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:31:57-999;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:31:58-299;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:31:58-599;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:31:58-899;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:59-199;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:59-499;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:59-800;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:00-101;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:00-401;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:00-701;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:01-001;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:01-302;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:01-602;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:01-902;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:02-203;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:02-503;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:02-804;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:03-104;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:03-404;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:03-705;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:04-005;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:04-306;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:10-471;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38;
2023/11/27T11:32:10-771;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,5;
2023/11/27T11:32:11-072;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,5;
2023/11/27T11:32:11-372;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,5;
2023/11/27T11:32:11-672;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,2;
2023/11/27T11:32:11-972;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,2;
2023/11/27T11:32:12-273;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,2;
2023/11/27T11:32:12-573;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,2;
2023/11/27T11:32:12-873;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:32:13-174;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:32:13-475;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:32:13-775;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:32:14-076;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:32:14-377;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:32:14-677;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,4;
2023/11/27T11:32:14-978;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,4;
2023/11/27T11:32:15-278;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,4;
2023/11/27T11:32:15-579;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,4;
2023/11/27T11:32:15-880;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,8;
2023/11/27T11:32:16-180;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,8;
2023/11/27T11:32:16-480;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,8;
2023/11/27T11:32:16-781;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,3;
2023/11/27T11:32:17-081;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,3;
2023/11/27T11:32:17-382;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,3;
2023/11/27T11:32:17-682;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:32:17-982;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:32:18-282;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:32:18-583;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:32:18-884;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33;
2023/11/27T11:32:19-185;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33;
2023/11/27T11:32:19-486;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33;
2023/11/27T11:32:19-786;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,5;
2023/11/27T11:32:20-086;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,5;
2023/11/27T11:32:20-387;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,5;
2023/11/27T11:32:20-687;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,7;
2023/11/27T11:32:20-988;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,7;
2023/11/27T11:32:21-288;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,7;
2023/11/27T11:32:21-588;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,7;
2023/11/27T11:32:21-888;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,3;
2023/11/27T11:32:22-188;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,3;
2023/11/27T11:32:22-489;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,3;
2023/11/27T11:32:22-789;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;55,5;
2023/11/27T11:32:23-089;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;55,5;
2023/11/27T11:32:23-390;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;55,5;
2023/11/27T11:32:23-690;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:23-990;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:24-291;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:24-591;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:24-891;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,5;
2023/11/27T11:32:25-193;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,5;
2023/11/27T11:32:25-493;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,5;
2023/11/27T11:32:25-793;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,7;
2023/11/27T11:32:26-093;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,7;
2023/11/27T11:32:26-394;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,7;
2023/11/27T11:32:26-694;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;36,3;
2023/11/27T11:32:26-995;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;36,3;
2023/11/27T11:32:27-295;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;36,3;
2023/11/27T11:32:27-596;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;36,3;
2023/11/27T11:32:27-896;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35;
2023/11/27T11:32:28-197;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35;
2023/11/27T11:32:28-498;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35;
2023/11/27T11:32:28-798;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,5;
2023/11/27T11:32:29-098;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,5;
2023/11/27T11:32:29-399;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,5;
2023/11/27T11:32:10-471;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:10-771;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,3;W
2023/11/27T11:32:11-072;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,3;W
2023/11/27T11:32:11-372;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,3;W
2023/11/27T11:32:11-672;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,3;W
2023/11/27T11:32:11-972;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,6;W
2023/11/27T11:32:12-273;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,6;W
2023/11/27T11:32:12-573;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,6;W
